id,keyword,location,text
83,,,"course schedule the course is listed as a 2-hour per week lecture, and 2-hour per week lab, however it has been intentionally scheduled for 3 hours per week of lecture (along with the lab)"
84,,,w e will meet approximately 2/3 of the lecture periods over the course of the semester 
85,,,"after the first week of class, the regular sections will only meet on mondays and w ednesdays with fridays reserved as optional workdays"
86,,,the honors section will also meet the first friday of each month for deep dive discussions
87,,,below is the planned but tentative schedule of topics and major projects for the course
88,,,all assignment and project details will be communicated on canvas (https://canvas.tamu.edu/
89,,,
90,,,"weeklecture t opics lab t opicsproject deliverables (due monday midnight at beginning of week unless otherwise noted) 1introductions, professional presenceno labs 2software construction and designhtml, javascript, css, using git 3software development methodologies, w aterfallhtml, javascript, css project 1 v ersion 1 4databases, t eam successdatabase design diagrams, a ws database interactionproject 1 v ersion 2 5code as communication, style guides, t echnical writingdatabase population project 2 phase 1 6collaborative development, formal inspectionsproject 2 demos, connecting database and guiproject 2 phase 2, project 2 status update* (due w ed"
91,,,"midnight) 7testing/debugging/refactoring project 2 demos project 2 phase 3 8commenting and project 2 demos, user project 2 phase 4, project 2 1/17/22, 4:30 pm syllabus: 22 spring csce 315 908-91 1,970: programming studio https://canvas.tamu.edu/courses/136192/pages/syllabu"
92,,,"7/11automatically generated documentation, agilestories retrospective reports* (due wed"
93,,,"midnight) spring break 9design thinking and ideation apis, sprint artifactsproject 3 proposal* (due sun"
94,,,"midnight at end of week) 10 user studies, prototypingfull stack development, advanced git 11accessibility , integration and configuration managementuser studiesproject 3 sprint 1 materials* (due w ed"
95,,,"midnight) 12 workdays workdaysproject 3 user study 1, project 3 status update* (due w ed"
96,,,midnight) 13 team meetings team meetingsproject 3 sprint 2 materials* (due w ed
97,,,"midnight) 14 workdays workdays project 3 user study 2 15course w rap-up, final presentation instructionsno labsproject 3 sprint materials, project 3 retrospective reports* (due w ed"
98,,,midnight) finals project 3 final presentations university and course policies inclusion statement in this class we are committed to a culture of inclusivity 
99,,,we reject and condemn all forms of injustice and actively promote diversity and inclusion within our field
100,,,as martin luther king jr 
101,,,"said, “injustice anywhere is a threat to justice everywhere."
102,,,"if any student wishes to discuss anything regarding inclusivity within the classroom, especially anything contrary to this statement that you have experienced, you are encouraged to contact the instructor or t a"
103,,,course copyright the materials used within this course are copyrighted
104,,,"these materials include, but are not limited to, the syllabus, quizzes, assignments, activity descriptions, online content, course videos, audio and 1/17/22, 4:30 pm syllabus: 22 spring csce 315 908-91 1,970: programming studio https://canvas.tamu.edu/courses/136192/pages/syllabu"
105,,,"8/11visual recordings of classes, etc"
106,,,"because these materials are copyrighted, you do not have the right to copy or distribute these materials, unless permission is expressly granted"
