id,keyword,location,text
27,,, 4 assignments – 35%; 15% labs; 10% peer reviews; 25% - exams (10% midterm and 15% final); 15% quizzes
28,,,rubrics weightage (%) range of marks grade assignments 35 90 – 100 a labs 15 80 – <90 b midterm 10 70 – <80 c final 15 60 – <70 d quiz 15 < 60 f peer reviews 10 note about graded materials:  assignments – the first question will be about writing the pseudocode for the assignment (30%) (unless stated otherwise)
29,,,"the next question will be about writing the corresponding code (50%), and an analysis of the time complexity of an algorithm (20%)"
30,,,"o you are allowed to discuss with your peers, but those discussions should be limited to logic and the concepts"
31,,,o you are not allowed to copy their solutions
32,,,"we have tools that detect plagiarism, including similar code logic and program flow"
33,,,o you must mentio n the names of the students you discussed the concepts with
34,,,there will be at least one name always there – of the student you did the peer review with
35,,,"if there are other students with whom you discuss the logic, mention them"
36,,,note: your code will be chec ked for plagiarism against your peers and github repos we can locate that have similar codes on them
37,,,o the pseudocode aspect of the assignment will be submitted and peer reviewed one week from the doling out of the assignment
38,,,the submission date will be mentioned in the assignment
39,,,changes can be made to the pseudocode based on peer reviews (if deemed appropriate by the student themselves) for final submission
40,,,o the code should have comments explaining the logic of the code
41,,,"if there is any block of code tha t is doing something logical, briefly explain the logic for doing so, briefly (ideally in 2 – 3 sentences)"
42,,,not doing so will lead to a 5% deduction from the coding section of the assignment
43,,, labs – a coding assignment in the lab directed by the ta
44,,,"if not completed in the lab, complete it by the end of the day to receive partial credit (20%)"
45,,,"if you collaborate with anyone (both in and out of the lab), mention it in the comments above the submitted code"
46,,,all labs carry equal weightage
47,,," quiz – a weekly quiz to evaluate the understanding of the concepts, code and complexity analysis of the algorithms or data structures taught in the week"
48,,, midterm/final – questions testing the understanding of concepts
49,,,all multi -choice
50,,,one-third of the final will be based on material covered before midterm
51,,," peer review – students will be reviewing each other’s pseudocode for each assignment (groups of 2, different for each assignment)"
52,,,an advice is to consult each other about the review that the students submit
53,,,they will com ment on: o the correctness of the pseudocode/algorithm
54,,,o how the pseudocode/algorithm could be improved
55,,,"o and how the reviewee’s own pseudocode/algorithm either dealt with what the reviewer got wrong, and/or how the reviewee can fix mistakes in their pseudoco de/algorithm"
56,,,"note: the review should be about the logic, rather than focused on the syntax"
57,,,"sound, good faith critiquing (even if incorrect) will receive full grade"
58,,,class participation – peer -review and allowing discussions over the assignments and labs will test your interaction skills in the course
59,,,peer -review will substitute for your class participation
60,,,"attendance – attendance is highly recommended, but not a graded component"
61,,,"late work policy unless a student has taken permission for submitting late, the following rules will apply:  we will follow a cumulative grading system "
62,,,"you can submit assignments late, but all the late days for each assignment will be tallied at the end of the semester"
63,,,"th is also means that if you submit your assignment before the deadline, those number of days will be subtracted from your late days tally"
64,,,"this is to keep you motivated and not give up mid -way through the semester if you fall behind in any assignment, giving you room to make up for the lost time"
65,,," if in-spite of submitting any initial assignments late, all assignments are submitted before or on the deadline day of the 4th assignment, no late penalty will be incurred"
66,,, late day penalty: we will deduct 1.2
67,,,per e very late day from the final score of the assignments 
68,,,"that means, if the cumulative total of all assignments was 450/500 (90%), for example, with a total of 10 late days, 12."
69,,,will be deducted from 90 (totaling 77.5)
70,,,"in the final score, 77."
71,,,will be cons idered for the 35% component of the grading scale instead of 90
72,,,work submitted by a student as makeup work for an excused absence is not considered late work and is exempted from the late work policy
73,,,"to understand the circumstances under which makeup wo rk or excused absences are allowed, please read student rule 7 "
74,,,course schedule google drive link is shared with the class
75,,,course information items technology support – we will be using:  canvas - for quizzes and uploading of assignments documents  github - push your submissions to your private repositories  piazza - join the piazza course page for discussions regarding anything pertaining to the class
76,,,https://piazza.com/tamu/spring2022/csc
